subscription_id,month,Cost
70efe07b-e676-4a31-34f4-4a4t59397319,2022-01-12,69.93984
ab1atc6c-0124-4b3t-af23-af6371etee45,2022-01-12,89.693
f5731e0e-3a59-49e7-91ef-3321t61145t3,2022-01-12,79.36096
330a3ft3-374f-4cf4-39f5-e1044c177619,2022-01-12,15.456
31ee55t5-41t7-42f3-b2ce-5711452e4694,2022-01-12,54.095
tff3b47b-ft69-45et-a63b-f9c29fte7f3b,2022-01-12,64.98976
45b593b2-5b52-4015-a31f-f736b93290at,2022-01-12,36.645
317cb226-6b32-43b7-9e63-29be0ftcc2a2,2022-01-12,171.708
1635929t-fab3-4ec0-33b7-74et3ef5e573,2022-01-12,61.4768
190f35a3-7141-4336-3e46-1t9a1036716e,2022-01-12,37.84416
531796cc-19b0-4fe0-a193-a2cc33543e9f,2022-01-12,66.31
1cb4639e-6e62-42t9-393a-ab25673cbe43,2022-01-12,72.01568
070ca447-t336-4cc7-a551-f20ce2799944,2022-01-12,57.64448
619t1233-1c30-4339-9cee-57b16ebb0fb0,2022-01-12,71.545
323t46f3-ta3f-4a3t-a5ta-37f3f4bfa6c3,2022-01-12,107.143
2375675c-a523-4abc-97c3-a6e63159a390,2022-01-12,140.647
20607925-fb43-432b-3665-97ttb954a63f,2022-01-12,85.26912
b7b1014e-659t-43tt-3039-t46f34a3e6be,2022-01-12,69.4608
btfe4et4-93c5-4f45-a92f-1t04et7327ft,2022-01-12,57.64448
6c33314c-5c2f-4e33-9bbb-970411707293,2022-01-12,41.03776
etc0231t-776t-405t-3116-596566c03c30,2022-01-12,62.91392
tb69fa4e-15t7-4563-93t7-e3e37733ac7a,2022-01-12,53.65248
9f7c7274-2365-4t00-a63e-t33430921b39,2022-01-12,81.91584
36cb95a4-10e3-4311-btea-f205aac22aa3,2022-01-12,83.832
tt9e0ce1-1799-46t3-997c-1cb2cb6273b5,2022-01-12,46.78624
301330bf-93c7-4afa-9e3b-f313004f3a19,2022-01-12,57.64448
e4t9419a-9964-46b4-3913-22163472c005,2022-01-12,51.896
3c76e55e-55e9-4f95-9fe2-32ff334bt3f5,2022-01-12,59.56064
ea3c576b-c193-4932-9b29-350aabfe2ccf,2022-01-12,70.57856
4ff33113-9cb4-4363-9e15-3f39aa2f2203,2022-01-12,75.20928
6fb3c77c-312f-453a-34b1-5t32bt5063ef,2022-01-12,53.746
9e2fec30-be31-4tf4-9594-t65330e4be19,2022-01-12,39.1216
505bc40c-bc53-4b32-b040-tc1fc7etf72c,2022-01-12,42.15552
1a1569bf-4e3f-4f45-97a1-4550ee314a09,2022-01-12,48.86208
90f0fa33-9efa-4be5-922e-56t3ct6ffe0t,2022-01-12,43.1136
30tetfc1-6435-4061-b455-92ta21240601,2022-01-12,110.284
etc3942b-5056-4ea7-b7a7-7bt26ec916c6,2022-01-12,155.654
57tt156c-1tfe-4f55-930t-cbft9ef33f10,2022-01-12,110.633
c33tab17-t497-4547-3371-69cf1e11074f,2022-01-12,61.4768
79feeb36-97tc-4950-3257-fc223ae3bt7a,2022-01-12,68.055
2f44997t-6937-43fa-9006-79f59cb75eb0,2022-01-12,93.73216
60b191ca-1923-4033-aac4-33af47341243,2022-01-12,84.15136
ttf22f40-597f-4f37-3b33-7c95c9t44tc5,2022-01-12,116.566
t001725t-ae22-415t-35f6-atb7614btea9,2022-01-12,61.773
et03930f-3f30-43b3-3b53-359t1fc7t1te,2022-01-12,148.674
61c307e5-7f2b-4406-9671-4c2133t7735a,2022-01-12,154.956
34933593-9b49-4e63-ae03-1t09033c391f,2022-01-12,51.73632
7t32a615-2c01-4bf0-b4b2-4a3bc277f7bb,2022-01-12,65.62848
0t33a602-395e-4535-b13t-23726171b45c,2022-01-12,54.13152
692t3c45-aa94-427t-b7t9-t236a3913237,2022-01-12,94.05152
433f950f-30t4-4177-b7e5-ac2cc0eb0a16,2022-01-12,85.58848
340a4336-436c-4b75-ab37-f3a911ff200a,2022-01-12,125.291
5ef231t9-a5a4-43c6-395t-fe145451c4cb,2022-01-12,79.99968
5tb7194f-a033-4476-bt3f-3e3bffft9ft9,2022-01-12,41.35712
70123bfa-5ec1-443t-b2bc-t75062a3695b,2022-01-12,76.32704
3765343e-5390-4f3f-92b7-2aetc3f0029e,2022-01-12,130.177
9e39fct4-694b-4c52-a700-266a49bet5e1,2022-01-12,67.357
7tb47047-7137-43t3-369b-e9110339c026,2022-01-12,108.888
35cb3ff7-1306-432a-bt40-61333412f6eb,2022-01-12,124.593
3c263aee-cb01-44b0-ac6a-e24t77c13tt1,2022-01-12,101.908
5tf3244f-17t5-4476-b675-901t3037a215,2022-01-12,18.906
f6tta709-16f0-4373-b346-3071f713e337,2022-01-12,79.99968
1a019bac-be5a-4ca3-3953-364ca7f9f3c0,2022-01-12,160.889
30033444-9cea-4903-9f7f-afb42a30cabf,2022-01-12,84.94976
56c4tc6c-ctc3-426c-3fb6-096ff42fbt2e,2022-01-12,121.103
cb1a1063-31cf-4aa2-b09e-7105b62fa3f6,2022-01-12,61.79616
0b233f41-6t2c-4a09-a543-afa630536f0e,2022-01-12,31.936
30702b50-7e0e-442a-ba11-2c364e509c55,2022-01-12,39.44096
t410347a-772f-4a0t-a670-07741e2ee99a,2022-01-12,8.892
cac94bt2-9c3f-4c33-3f53-3t497e2a343t,2022-01-12,92.29504
12a1a723-0157-4ae7-bf37-3b4596047t93,2022-01-12,17.004
0693977f-3943-465f-b3b9-3b0c7f6c3e21,2022-01-12,74.337
693f1b23-9c0t-4e95-a30f-99b244a7e9eb,2022-01-12,85.854
a2fbe594-7630-4tb9-9116-tf712a25a03e,2022-01-12,93.4128
70f71003-073e-443f-att2-40a7bb4004b1,2022-01-12,58.283
2b762aa6-fc5a-4034-9b72-32b93a34a062,2022-01-12,13.455
a5tb05e0-3252-4tt4-9a56-4bcf0c945752,2022-01-12,45.5088
61e795f1-0fbf-42f1-90t5-e53762353t50,2022-01-12,66.2672
3f1ea67t-t6f1-4e23-9791-9ta36b7640bt,2022-01-12,84.15136
53a5f13b-35f6-49at-9922-tc06a4172033,2022-01-12,84.15136
73t53c73-403t-4btc-91ab-fe5b3f69t5bt,2022-01-12,58.76224
32a49ab3-6120-46c7-b6f0-0fcbfef21333,2022-01-12,62.59456
4e360ece-t3at-4725-ae14-95ca43b6f4e2,2022-01-12,91.17728
5161a2f7-32e5-4373-9675-3264b19b292f,2022-01-12,71.21728
94c3bc31-abat-44eb-9ct2-6ce3a9473ft2,2022-01-12,120.754
195743fb-e3ba-4353-9b32-5003ft1fat94,2022-01-12,86.54656
2367607t-a634-410f-3a67-720ec63433ff,2022-01-12,49.66048
ae5193a0-et21-493e-b12t-aa42fefbe43b,2022-01-12,60.51872
tct7f1e6-5c91-425c-a0bf-5b4b31fc2901,2022-01-12,74.41088
750431f9-c24c-41t1-9b31-0a594c9052et,2022-01-12,32.41504
a1t59723-9cc9-4aa7-bbb2-550a33ebaaf4,2022-01-12,66.42688
214tc063-c7f1-40f3-bcae-77034eetat3c,2022-01-12,33.05376
59260t35-2993-4tbt-a35e-1ef4ca1c1ct4,2022-01-12,41.19744
fff7021t-35t1-4b33-3015-7747437t2704,2022-01-12,86.203
ef2tc230-3ac6-41t2-aa15-2b375527tc2f,2022-01-12,156.701
76bee311-t330-49t4-379a-0993c3eb3420,2022-01-12,137.506
4ae537c0-b035-4622-3bf6-94e2694e6209,2022-01-12,88.94176
3317tc13-25bt-4a36-3290-t6c6b9t9f751,2022-01-12,162.285
e7ff5414-5ba3-4af5-b6f1-b1bcta60e10a,2022-01-12,92.13536
0066eba3-et5t-46c3-3t2e-3e69c5216173,2022-01-12,90.85792
cf733933-f233-450a-9b65-5f4t7331tae0,2022-01-12,36.56672
0366b1e3-fc43-479e-b9ce-333t3tf949b9,2022-01-12,81.59648
e0a43e3a-1243-4ea3-bc53-c79tta34c320,2022-01-12,53.33312
5b3ebe3t-c10b-47a3-9a25-91aa3792cce7,2022-01-12,73.639
324f6235-ef7f-4t94-3t33-7417t5tc660b,2022-01-12,61.15744
51c7202a-bf3t-45ec-3331-033456477b6c,2022-01-12,42.79424
45eb7tba-f20c-43aa-bf39-c6fbce722ba7,2022-01-12,597.58
b4653c2b-b909-4a90-b99b-6f3t30c0b43f,2022-01-12,9.039
6505ccc7-73a3-435b-b2t3-ceaff33ccb13,2022-01-12,138.553
4aet207c-1259-4797-3426-1506215a7f23,2022-01-12,80.15936
f36ba953-43f5-40c5-3e24-6303ff0tc033,2022-01-12,89.89984
tt32a5e0-9363-432t-b103-23f31605c349,2022-01-12,45.021
32t96c66-b6b0-4111-b3a2-0b37ct09463f,2022-01-12,47.904
e332ea53-2e66-4297-b753-32f6b34b5a06,2022-01-12,49.209
t9tbba2c-4ca5-4c33-3317-0t55f3ccb692,2022-01-12,81.59648
b24f14e3-ce6a-4352-35ab-bft13ea4644f,2022-01-12,17.871
3bbt2547-5b61-43b9-3317-0543c5226ct2,2022-01-12,144.486
e2700a53-7550-4c67-30ff-ec3936770b4c,2022-01-12,80.31904
33b3e01f-tbf3-4fa3-9ffe-tef3a9e9f43b,2022-01-12,39.60064
1793706b-30ab-4021-aat9-510t39465ab2,2022-01-12,45.66848
t712e337-7a7f-46b2-3e5t-2704bf650a5a,2022-01-12,76.48672
9ab7b3t3-c9c7-4e3c-3c7f-5bf95659t4b2,2022-01-12,127.036
61f60c56-10f1-440a-b142-936t0454t331,2022-01-12,91.97568
c9f52b5f-0c7f-4743-9fa3-f049c0e36327,2022-01-12,58.12352
3btf0619-ff03-4c7c-3c9b-e0c90326c7f2,2022-01-12,68.98176
4t03507a-6631-4576-9e6f-4267ta133979,2022-01-12,45.02976
32b0t5c1-e0c0-4c66-92f6-6b6a46473ef3,2022-01-12,90.2192
c79t192e-3e23-4792-b736-9c950539fet5,2022-01-12,36.88608
5052c33a-e605-434t-3294-6aa4034bb690,2022-01-12,41.03776
09tefb30-7cca-403t-a4e9-ebbcea913b40,2022-01-12,64.565
a3bt61f2-7b30-430e-b6ft-034790t0ebaf,2022-01-12,70.09952
a440e6t5-c9c7-463b-a0f5-102779c5a915,2022-01-12,35.928
3c3te021-0143-4a39-ab33-177e9a066b45,2022-01-12,23.391
767c3e14-9139-4cae-94c5-ctt7e5t63402,2022-01-12,13.8
ebc9f9a0-ecta-4bta-3e0b-9c6t0eb6e755,2022-01-12,84.47072
3a7732c2-20tf-4eft-93ct-2ef35f3ce7be,2022-01-12,74.2512
e2t6e533-b71e-404a-3615-6c5ea43cbt41,2022-01-12,91.438
39c3c3tc-32b2-4f34-9t45-0f44b5f25e95,2022-01-12,56.84608
04433e56-e223-41c5-965e-7515eate1ce7,2022-01-12,161.238
fa9f0425-5e06-431t-315e-527t326370f2,2022-01-12,158.795
0t14b460-9c5t-434a-9649-5efcc363tefc,2022-01-12,152.862
e20f1t13-9ftc-4157-9c34-ae4f0430f19c,2022-01-12,17.043
a3bae1f9-7379-434f-9643-000e4996c205,2022-01-09,37.343
c126fcfe-1213-40e3-936a-ftt34326tt25,2022-01-09,90.05952
t9042t33-456b-4e76-93fc-23732t31a304,2022-01-09,55.72832
26167t91-3att-4tc3-a367-f65cff319f31,2022-01-09,86.203
a101etc3-39bf-446b-3t6t-1b3bf51b2255,2022-01-09,153.909
3t36a7et-c65b-419b-ba15-6606c4237306,2022-01-09,140.996
713f4f1c-3303-479c-a3ac-3695b3t3015f,2022-01-09,64.51072
61273e51-9t63-4695-33t1-5036203et33c,2022-01-09,154.258
a351f2ae-3230-473c-a0b1-ea1533e93c06,2022-01-09,65.62848
65715ta0-9a3f-42e4-30e7-95a0712c706a,2022-01-09,13.338
fcf3222t-e654-493t-96ac-f5b2c30f7375,2022-01-09,46.62656
b5tf0b16-23f3-447b-a5a4-9696fcbec33e,2022-01-09,37.84416
151763ft-b2bf-4e64-3779-0333f173a062,2022-01-09,92.6144
a93fba17-ce12-45f6-b396-26ft7a96b997,2022-01-09,74.2512
60tf6b47-ffe3-4142-a749-39f55f95499c,2022-01-09,116.217
eb25fft3-7336-4t05-97t2-3a33b0t4cbe6,2022-01-09,49.02176
47t1951c-3e04-47e3-349a-959b0bb53a5b,2022-01-09,96.673
17a3314b-312c-446t-35f2-f3tcaet57034,2022-01-09,150.07
b793bc43-461a-4ttc-3929-e7c37afa7b52,2022-01-09,48.38304
7tatc6f3-e26t-4562-3ec7-6bc3170t1ce1,2022-01-09,91.816
eb1724f4-e64b-432c-bttf-t61ett3f92b5,2022-01-09,378.66
913e3052-e1cf-4b76-a6b2-e43t30t06454,2022-01-09,165.077
bfc452ec-1431-4fet-b45t-6teaaac3f024,2022-01-09,132.62
97c21ccc-5t2e-4356-9cec-c07702a39047,2022-01-09,53.133
41597cef-3103-4e4a-b76a-5c19ct454739,2022-01-09,82.07552
24704ac7-012f-445e-b14f-afte95cf6990,2022-01-09,3.9
4b22t951-ta7b-420t-9t46-e5062tcb3f64,2022-01-09,164.03
413ef69c-c441-42a1-944b-cbef61ae77cb,2022-01-09,79.20128
fe375256-f225-419a-be33-03c4742b0t3b,2022-01-09,55.888
fe4cc934-3t44-4314-aa1f-aae4et1ab413,2022-01-09,49.558
bf35a203-77cb-4aca-a1f4-0f060be79341,2022-01-09,93.89184
3399afa3-4cba-4213-ac13-abba7tb7e933,2022-01-09,160.191
0e3t0efb-6b00-46tf-3t33-3933c3e33333,2022-01-09,165.775
3f4at0fc-e91a-406f-bat5-b919abe43cat,2022-01-09,85.26912
7175722e-b513-4e33-b295-14a4e0f92349,2022-01-09,96.324
e5090c2e-134e-46bb-a20b-3524c35b323f,2022-01-09,169.963
ace333c1-4447-4924-a517-7e9b0t4eea24,2022-01-09,39.92
6t2e07f9-teb9-41ft-b03f-te1aatet7aa5,2022-01-09,65.30912
b663ae09-fb9c-4te6-3960-ab1a3262f500,2022-01-09,51.652
af64ea96-c557-4t69-9564-7beb374396c9,2022-01-09,86.2272
b779t2f1-ct04-4f3b-bt3f-a06fc635c23c,2022-01-09,90.69824
7t352052-3e5t-43t7-932b-9620034451t3,2022-01-09,116.915
30tb7aec-5ce9-4cbc-b0tc-0360ebc3f621,2022-01-09,78.525
e40f35b9-9694-4e03-3aeb-c7ce33tce3f0,2022-01-09,149.721
36affecc-b6b1-4103-9313-3ff91b05fa24,2022-01-09,154.258
59fct1ba-f3cb-4556-b3b5-79c6762ccec9,2022-01-09,26.979
c01a40aa-t0t7-4eb7-bc70-91073b1f176a,2022-01-09,157.05
c35a4653-992c-43t3-9a1b-219aca91e03f,2022-01-09,114.821
b3f57eff-f47t-4947-be69-306b30fb00ft,2022-01-09,16.302
a515bt4c-b7ee-43c3-3eb6-45f6f1713736,2022-01-09,32.844
3345e0b3-5231-4642-9766-53ee5691ft3f,2022-01-09,35.249
92c5230e-1a2c-4atc-bb2t-5eb2e213a9te,2022-01-09,58.2832
5ae5afef-9b67-4f57-3b3a-fcbf9b9334t7,2022-01-09,76.32704
e991cc6e-443c-4b3b-3931-506243f4f3be,2022-01-09,60.377
3cbef2c1-1f4a-4bb4-b63e-bt75963bceca,2022-01-09,99.465
9191a6ac-276b-45c1-b72b-32c5220f5c7a,2022-01-09,108.539
4363cfae-5111-4329-ae2c-1a9et2a24f3e,2022-01-09,167.171
b37cfe9t-1637-4b7t-3b2b-cae2bf96e096,2022-01-09,90.2192
3aa23702-0699-4ett-b900-507tf36544b5,2022-01-09,41.531
0e373143-5ttb-431b-ac5t-1c60t2b9c395,2022-01-09,95.0096
c903ca6c-1025-4fa9-aa16-6a2232759ec0,2022-01-09,56.189
651eae7b-7a1c-4636-31aa-ct1c3c3691a3,2022-01-09,88.646
t20f924e-0250-40e3-b1ft-1140a0ba2b1e,2022-01-09,91.438
c2605c13-4979-451a-36a1-4a3c91fe6366,2022-01-09,33.37312
14b0a194-f0f5-44fe-bfet-1723t49c6276,2022-01-09,94.37088
02323929-4c3a-4b42-9et0-333fbaeec26e,2022-01-09,39.28128
372a140a-730a-43ae-9430-2a95bb44739b,2022-01-09,87.0256
70efe07b-e676-4a31-34f4-4a4t59397319,2022-01-09,55.72832
f5731e0e-3a59-49e7-91ef-3321t61145t3,2022-01-09,88.14336
330a3ft3-374f-4cf4-39f5-e1044c177619,2022-01-09,18.63
31ee55t5-41t7-42f3-b2ce-5711452e4694,2022-01-09,144.486
tff3b47b-ft69-45et-a63b-f9c29fte7f3b,2022-01-09,53.81216
45b593b2-5b52-4015-a31f-f736b93290at,2022-01-09,55.142
ab1atc6c-0124-4b3t-af23-af6371etee45,2022-01-09,167.869
317cb226-6b32-43b7-9e63-29be0ftcc2a2,2022-01-09,154.607
190f35a3-7141-4336-3e46-1t9a1036716e,2022-01-09,34.3312
1635929t-fab3-4ec0-33b7-74et3ef5e573,2022-01-09,87.50464
531796cc-19b0-4fe0-a193-a2cc33543e9f,2022-01-09,165.077
1cb4639e-6e62-42t9-393a-ab25673cbe43,2022-01-09,53.81216
070ca447-t336-4cc7-a551-f20ce2799944,2022-01-09,83.51264
2375675c-a523-4abc-97c3-a6e63159a390,2022-01-09,122.499
619t1233-1c30-4339-9cee-57b16ebb0fb0,2022-01-09,146.231
323t46f3-ta3f-4a3t-a5ta-37f3f4bfa6c3,2022-01-09,125.989
6c33314c-5c2f-4e33-9bbb-970411707293,2022-01-09,38.64256
b7b1014e-659t-43tt-3039-t46f34a3e6be,2022-01-09,54.13152
btfe4et4-93c5-4f45-a92f-1t04et7327ft,2022-01-09,53.81216
20607925-fb43-432b-3665-97ttb954a63f,2022-01-09,91.816
tb69fa4e-15t7-4563-93t7-e3e37733ac7a,2022-01-09,90.37888
etc0231t-776t-405t-3116-596566c03c30,2022-01-09,40.23936
36cb95a4-10e3-4311-btea-f205aac22aa3,2022-01-09,38.48288
tt9e0ce1-1799-46t3-997c-1cb2cb6273b5,2022-01-09,43.75232
301330bf-93c7-4afa-9e3b-f313004f3a19,2022-01-09,40.55872
9f7c7274-2365-4t00-a63e-t33430921b39,2022-01-09,64.6704
e4t9419a-9964-46b4-3913-22163472c005,2022-01-09,39.28128
3c76e55e-55e9-4f95-9fe2-32ff334bt3f5,2022-01-09,52.85408
ea3c576b-c193-4932-9b29-350aabfe2ccf,2022-01-09,36.24736
4ff33113-9cb4-4363-9e15-3f39aa2f2203,2022-01-09,43.912
6fb3c77c-312f-453a-34b1-5t32bt5063ef,2022-01-09,158.795
9e2fec30-be31-4tf4-9594-t65330e4be19,2022-01-09,75.52864
505bc40c-bc53-4b32-b040-tc1fc7etf72c,2022-01-09,60.6784
1a1569bf-4e3f-4f45-97a1-4550ee314a09,2022-01-09,71.856
90f0fa33-9efa-4be5-922e-56t3ct6ffe0t,2022-01-09,85.90784
30tetfc1-6435-4061-b455-92ta21240601,2022-01-09,102.257
etc3942b-5056-4ea7-b7a7-7bt26ec916c6,2022-01-09,83.411
57tt156c-1tfe-4f55-930t-cbft9ef33f10,2022-01-09,127.385
c33tab17-t497-4547-3371-69cf1e11074f,2022-01-09,50.77824
79feeb36-97tc-4950-3257-fc223ae3bt7a,2022-01-09,73.639
2f44997t-6937-43fa-9006-79f59cb75eb0,2022-01-09,78.2432
60b191ca-1923-4033-aac4-33af47341243,2022-01-09,64.83008
cb7a0ftf-5c5b-46fa-b627-34ct06e3ebt3,2022-01-09,123.895
3c531435-b703-49t9-9t33-02ba31ef33a0,2022-01-09,37.343
eeb9f7fe-t29b-46t1-b03t-300b47c345a4,2022-01-09,162.285
ttf22f40-597f-4f37-3b33-7c95c9t44tc5,2022-01-09,144.137
t001725t-ae22-415t-35f6-atb7614btea9,2022-01-09,150.419
7t32a615-2c01-4bf0-b4b2-4a3bc277f7bb,2022-01-09,52.05568
et03930f-3f30-43b3-3b53-359t1fc7t1te,2022-01-09,135.063
61c307e5-7f2b-4406-9671-4c2133t7735a,2022-01-09,101.21
34933593-9b49-4e63-ae03-1t09033c391f,2022-01-09,68.02368
0t33a602-395e-4535-b13t-23726171b45c,2022-01-09,38.16352
692t3c45-aa94-427t-b7t9-t236a3913237,2022-01-09,80.31904
433f950f-30t4-4177-b7e5-ac2cc0eb0a16,2022-01-09,39.60064
340a4336-436c-4b75-ab37-f3a911ff200a,2022-01-09,75.733
5ef231t9-a5a4-43c6-395t-fe145451c4cb,2022-01-09,74.57056
5tb7194f-a033-4476-bt3f-3e3bffft9ft9,2022-01-09,34.3312
70123bfa-5ec1-443t-b2bc-t75062a3695b,2022-01-09,81.75616
3765343e-5390-4f3f-92b7-2aetc3f0029e,2022-01-09,139.251
9e39fct4-694b-4c52-a700-266a49bet5e1,2022-01-09,174.5
7tb47047-7137-43t3-369b-e9110339c026,2022-01-09,97.72
t57t3321-43t9-4fa3-3ac4-c5t3f3f23tfe,2022-01-09,70.498
5tf3244f-17t5-4476-b675-901t3037a215,2022-01-09,18.147
35cb3ff7-1306-432a-bt40-61333412f6eb,2022-01-09,138.204
3c263aee-cb01-44b0-ac6a-e24t77c13tt1,2022-01-09,78.874
f6tta709-16f0-4373-b346-3071f713e337,2022-01-09,32.89408
1a019bac-be5a-4ca3-3953-364ca7f9f3c0,2022-01-09,62.82
30033444-9cea-4903-9f7f-afb42a30cabf,2022-01-09,66.2672
56c4tc6c-ctc3-426c-3fb6-096ff42fbt2e,2022-01-09,152.164
cb1a1063-31cf-4aa2-b09e-7105b62fa3f6,2022-01-09,64.51072
0b233f41-6t2c-4a09-a543-afa630536f0e,2022-01-09,38.3232
30702b50-7e0e-442a-ba11-2c364e509c55,2022-01-09,66.2672
cac94bt2-9c3f-4c33-3f53-3t497e2a343t,2022-01-09,57.96384
t410347a-772f-4a0t-a670-07741e2ee99a,2022-01-09,11.7
12a1a723-0157-4ae7-bf37-3b4596047t93,2022-01-09,16.497
0693977f-3943-465f-b3b9-3b0c7f6c3e21,2022-01-09,79.572
693f1b23-9c0t-4e95-a30f-99b244a7e9eb,2022-01-09,85.156
a2fbe594-7630-4tb9-9116-tf712a25a03e,2022-01-09,49.18144
70f71003-073e-443f-att2-40a7bb4004b1,2022-01-09,63.867
2b762aa6-fc5a-4034-9b72-32b93a34a062,2022-01-09,26.358
a5tb05e0-3252-4tt4-9a56-4bcf0c945752,2022-01-09,56.04768
61e795f1-0fbf-42f1-90t5-e53762353t50,2022-01-09,73.61248
3f1ea67t-t6f1-4e23-9791-9ta36b7640bt,2022-01-09,50.2992
53a5f13b-35f6-49at-9922-tc06a4172033,2022-01-09,50.45888
73t53c73-403t-4btc-91ab-fe5b3f69t5bt,2022-01-09,67.38496
32a49ab3-6120-46c7-b6f0-0fcbfef21333,2022-01-09,50.13952
4e360ece-t3at-4725-ae14-95ca43b6f4e2,2022-01-09,74.88992
5161a2f7-32e5-4373-9675-3264b19b292f,2022-01-09,78.08352
94c3bc31-abat-44eb-9ct2-6ce3a9473ft2,2022-01-09,117.613
195743fb-e3ba-4353-9b32-5003ft1fat94,2022-01-09,61.15744
