invoicing_period_id,subscription_id,cost,calculated_cost,license_id,start,end,description,product,type,month,vat,created_at,bookkeeping_account
16f1361b-9372-45e9-ae68-a05ef1d01801,913e3052-e1cf-4b76-a6b2-e43t30t06454,299.0,21.36,,2022-02-01,2022-02-02,Subscription 20GB,subscription_20gb,Product,,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,bfc452ec-1431-4fet-b45t-6teaaac3f024,229.0,229.0,,2023-01-01,2023-01-31,Subscription 3GB,subscription_3gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,24704ac7-012f-445e-b14f-afte95cf6990,34.0,34.0,,2022-12-01,2022-12-31,Subscription M2M 500MB,m2m_500mb,Product,,0.25,2023-01-11,3061
16f1361b-9372-45e9-ae68-a05ef1d01801,24704ac7-012f-445e-b14f-afte95cf6990,34.0,34.0,,2023-01-01,2023-01-31,Subscription M2M 500MB,m2m_500mb,Product,2023-01-01,0.25,2023-01-11,3061
16f1361b-9372-45e9-ae68-a05ef1d01801,4b22t951-ta7b-420t-9t46-e5062tcb3f64,229.0,229.0,,2023-01-01,2023-01-31,Subscription 3GB,subscription_3gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,413ef69c-c441-42a1-944b-cbef61ae77cb,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,4b22t951-ta7b-420t-9t46-e5062tcb3f64,-40.0,-40.0,,2023-01-01,2023-01-31,Black Friday Sale - Subscription 3GB,subscription_3gb,Adjustment,2023-01-01,0.25,2023-01-11,3733
16f1361b-9372-45e9-ae68-a05ef1d01801,413ef69c-c441-42a1-944b-cbef61ae77cb,-29.0,-29.0,,2023-01-01,2023-01-31,Black Friday Sale - Fixed number,pbx_number,Adjustment,2023-01-01,0.25,2023-01-11,3733
16f1361b-9372-45e9-ae68-a05ef1d01801,fe375256-f225-419a-be33-03c4742b0t3b,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,fe4cc934-3t44-4314-aa1f-aae4et1ab413,299.0,299.0,,2023-01-01,2023-01-31,Subscription 20GB,subscription_20gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,bf35a203-77cb-4aca-a1f4-0f060be79341,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,0e3t0efb-6b00-46tf-3t33-3933c3e33333,2.67,2.67,,2022-12-09,2022-12-09,"2 Outgoing Calls to NO - 1m30s (100a, 1a) - tele2",,Usage,2022-12-01,0.0,2023-01-11,3011
16f1361b-9372-45e9-ae68-a05ef1d01801,0e3t0efb-6b00-46tf-3t33-3933c3e33333,2.67,2.67,,2022-12-09,2022-12-09,"2 Outgoing Calls to NO - 1m30s (100a, 1a)",,Usage,2022-12-01,0.0,2023-01-11,3011
16f1361b-9372-45e9-ae68-a05ef1d01801,3f4at0fc-e91a-406f-bat5-b919abe43cat,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,7175722e-b513-4e33-b295-14a4e0f92349,229.0,229.0,,2023-01-01,2023-01-31,Subscription Mex 3GB,subscription_mex_3gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,3399afa3-4cba-4213-ac13-abba7tb7e933,229.0,229.0,,2023-01-01,2023-01-31,Subscription 3GB,subscription_3gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,0e3t0efb-6b00-46tf-3t33-3933c3e33333,299.0,299.0,,2023-01-01,2023-01-31,Subscription Mex 20GB,subscription_mex_20gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,ace333c1-4447-4924-a517-7e9b0t4eea24,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,6t2e07f9-teb9-41ft-b03f-te1aatet7aa5,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,b663ae09-fb9c-4te6-3960-ab1a3262f500,299.0,299.0,,2023-01-01,2023-01-31,Subscription 20GB,subscription_20gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,b663ae09-fb9c-4te6-3960-ab1a3262f500,-40.0,-40.0,,2023-01-01,2023-01-31,Black Friday Sale - Subscription 20GB,subscription_20gb,Adjustment,2023-01-01,0.25,2023-01-11,3733
16f1361b-9372-45e9-ae68-a05ef1d01801,af64ea96-c557-4t69-9564-7beb374396c9,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,b779t2f1-ct04-4f3b-bt3f-a06fc635c23c,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,7t352052-3e5t-43t7-932b-9620034451t3,229.0,229.0,,2023-01-01,2023-01-31,Subscription 3GB,subscription_3gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,30tb7aec-5ce9-4cbc-b0tc-0360ebc3f621,229.0,229.0,,2023-01-01,2023-01-31,Subscription 3GB,subscription_3gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,e40f35b9-9694-4e03-3aeb-c7ce33tce3f0,229.0,229.0,,2023-01-01,2023-01-31,Subscription 3GB,subscription_3gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,36affecc-b6b1-4103-9313-3ff91b05fa24,299.0,299.0,,2023-01-01,2023-01-31,Subscription 20GB,subscription_20gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,59fct1ba-f3cb-4556-b3b5-79c6762ccec9,49.0,49.0,,2023-01-01,2023-01-31,Extra Datasim,data_sim,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,c01a40aa-t0t7-4eb7-bc70-91073b1f176a,399.0,399.0,,2023-01-01,2023-01-31,Subscription Unlimited 5G,subscription_unlimited_5g,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,c01a40aa-t0t7-4eb7-bc70-91073b1f176a,-20.0,-20.0,,2023-01-01,2023-01-31,Discount - Early bird 379 - Subscription Unlimited 5G,subscription_unlimited_5g,Discount,2023-01-01,0.25,2023-01-11,3736
16f1361b-9372-45e9-ae68-a05ef1d01801,c35a4653-992c-43t3-9a1b-219aca91e03f,229.0,229.0,,2023-01-01,2023-01-31,Subscription 3GB,subscription_3gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,b3f57eff-f47t-4947-be69-306b30fb00ft,34.0,34.0,,2023-01-01,2023-01-31,Subscription M2M 500MB,m2m_500mb,Product,2023-01-01,0.25,2023-01-11,3061
16f1361b-9372-45e9-ae68-a05ef1d01801,a515bt4c-b7ee-43c3-3eb6-45f6f1713736,49.0,49.0,,2023-01-01,2023-01-31,Extra Datasim,data_sim,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,3345e0b3-5231-4642-9766-53ee5691ft3f,399.0,399.0,,2023-01-01,2023-01-31,Subscription Unlimited 5G,subscription_unlimited_5g,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,3345e0b3-5231-4642-9766-53ee5691ft3f,-20.0,-20.0,,2023-01-01,2023-01-31,Discount - Early bird 379 - Subscription Unlimited 5G,subscription_unlimited_5g,Discount,2023-01-01,0.25,2023-01-11,3736
16f1361b-9372-45e9-ae68-a05ef1d01801,e991cc6e-443c-4b3b-3931-506243f4f3be,5.95,5.95,,2022-12-13,2022-12-13,"1 Outgoing Call to ES - 4m30s (100a, 1b) - tele2",,Usage,2022-12-01,0.0,2023-01-11,3011
16f1361b-9372-45e9-ae68-a05ef1d01801,e991cc6e-443c-4b3b-3931-506243f4f3be,5.95,5.95,,2022-12-13,2022-12-13,"1 Outgoing Call to ES - 4m30s (100a, 1b)",,Usage,2022-12-01,0.0,2023-01-11,3011
16f1361b-9372-45e9-ae68-a05ef1d01801,3cbef2c1-1f4a-4bb4-b63e-bt75963bceca,69.0,69.0,,2023-01-01,2023-01-31,Subscription Rörligt,subscription_variable,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,9191a6ac-276b-45c1-b72b-32c5220f5c7a,299.0,299.0,,2023-01-01,2023-01-31,Subscription 20GB,subscription_20gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,92c5230e-1a2c-4atc-bb2t-5eb2e213a9te,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,5ae5afef-9b67-4f57-3b3a-fcbf9b9334t7,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,e991cc6e-443c-4b3b-3931-506243f4f3be,299.0,299.0,,2023-01-01,2023-01-31,Subscription Mex 20GB,subscription_mex_20gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,9191a6ac-276b-45c1-b72b-32c5220f5c7a,-40.0,-40.0,,2023-01-01,2023-01-31,Black Friday Sale - Subscription 20GB,subscription_20gb,Adjustment,2023-01-01,0.25,2023-01-11,3733
16f1361b-9372-45e9-ae68-a05ef1d01801,92c5230e-1a2c-4atc-bb2t-5eb2e213a9te,-29.0,-29.0,,2023-01-01,2023-01-31,Black Friday Sale - Fixed number,pbx_number,Adjustment,2023-01-01,0.25,2023-01-11,3733
16f1361b-9372-45e9-ae68-a05ef1d01801,5ae5afef-9b67-4f57-3b3a-fcbf9b9334t7,-29.0,-29.0,,2023-01-01,2023-01-31,Black Friday Sale - Fixed number,pbx_number,Adjustment,2023-01-01,0.25,2023-01-11,3733
16f1361b-9372-45e9-ae68-a05ef1d01801,e991cc6e-443c-4b3b-3931-506243f4f3be,-40.0,-40.0,,2023-01-01,2023-01-31, Black Friday Sale (inkl. MEX) - Subscription Mex 20GB,subscription_mex_20gb,Adjustment,2023-01-01,0.25,2023-01-11,0
16f1361b-9372-45e9-ae68-a05ef1d01801,4363cfae-5111-4329-ae2c-1a9et2a24f3e,22.4,22.4,,2022-12-05,2022-12-26,"7 Roaming Outgoing SMS in PHL (3u, 100a)",,Usage,2022-12-01,0.0,2023-01-11,3041
16f1361b-9372-45e9-ae68-a05ef1d01801,4363cfae-5111-4329-ae2c-1a9et2a24f3e,16.0,16.0,,2022-12-22,2022-12-23,"5 Roaming Outgoing SMS in PHL (3u, 100a)",,Usage,2022-12-01,0.0,2023-01-11,3041
16f1361b-9372-45e9-ae68-a05ef1d01801,4363cfae-5111-4329-ae2c-1a9et2a24f3e,128.0,128.0,,2022-12-08,2022-12-08,"1 Roaming Incoming Call in PHL - 16m0s (3u, 100a)",,Usage,2022-12-01,0.0,2023-01-11,3041
16f1361b-9372-45e9-ae68-a05ef1d01801,4363cfae-5111-4329-ae2c-1a9et2a24f3e,100.79,100.79,,2022-12-23,2022-12-23,"1 Roaming Outgoing Call in PHL - 5m0s (3u, 100a)",,Usage,2022-12-01,0.0,2023-01-11,3041
16f1361b-9372-45e9-ae68-a05ef1d01801,4363cfae-5111-4329-ae2c-1a9et2a24f3e,722.37,722.37,,2022-12-22,2022-12-22,"3 Roaming Outgoing Calls in PHL to DK - 36m0s (3u, 1a)",,Usage,2022-12-01,0.0,2023-01-11,3041
16f1361b-9372-45e9-ae68-a05ef1d01801,4363cfae-5111-4329-ae2c-1a9et2a24f3e,101.58,101.58,,2022-12-13,2022-12-22,"2 Roaming Outgoing Calls in PHL to PH - 5m0s (3u, 3u)",,Usage,2022-12-01,0.0,2023-01-11,3041
16f1361b-9372-45e9-ae68-a05ef1d01801,4363cfae-5111-4329-ae2c-1a9et2a24f3e,0.01,0.01,,2022-12-18,2022-12-18,"Roaming Data in PHL - 14KiB (3u, 3u)",,Usage,2022-12-01,0.0,2023-01-11,3041
16f1361b-9372-45e9-ae68-a05ef1d01801,b37cfe9t-1637-4b7t-3b2b-cae2bf96e096,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,4363cfae-5111-4329-ae2c-1a9et2a24f3e,399.0,399.0,,2023-01-01,2023-01-31,Subscription Unlimited 5G,subscription_unlimited_5g,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,4363cfae-5111-4329-ae2c-1a9et2a24f3e,-20.0,-20.0,,2023-01-01,2023-01-31,Discount - Early bird 379 - Subscription Unlimited 5G,subscription_unlimited_5g,Discount,2023-01-01,0.25,2023-01-11,3736
16f1361b-9372-45e9-ae68-a05ef1d01801,3aa23702-0699-4ett-b900-507tf36544b5,69.0,11.5,,2022-06-01,2022-06-05,Subscription Rörligt,subscription_variable,Product,,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,0e373143-5ttb-431b-ac5t-1c60t2b9c395,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,c903ca6c-1025-4fa9-aa16-6a2232759ec0,229.0,229.0,,2023-01-01,2023-01-31,Subscription 3GB,subscription_3gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,651eae7b-7a1c-4636-31aa-ct1c3c3691a3,229.0,229.0,,2023-01-01,2023-01-31,Subscription 3GB,subscription_3gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,t20f924e-0250-40e3-b1ft-1140a0ba2b1e,299.0,299.0,,2023-01-01,2023-01-31,Subscription 20GB,subscription_20gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,c2605c13-4979-451a-36a1-4a3c91fe6366,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,14b0a194-f0f5-44fe-bfet-1723t49c6276,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,02323929-4c3a-4b42-9et0-333fbaeec26e,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,372a140a-730a-43ae-9430-2a95bb44739b,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,70efe07b-e676-4a31-34f4-4a4t59397319,-29.0,-29.0,,2022-12-01,2022-12-31,Fixed number,pbx_number,Product,,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,70efe07b-e676-4a31-34f4-4a4t59397319,29.0,3.74,,2022-12-01,2022-12-04,Fixed number,pbx_number,Product,2022-12-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,31ee55t5-41t7-42f3-b2ce-5711452e4694,26.76,26.76,,2022-12-08,2022-12-18,"3 Outgoing Calls to NL - 21m0s (100a, 1b)",,Usage,2022-12-01,0.0,2023-01-11,3011
16f1361b-9372-45e9-ae68-a05ef1d01801,31ee55t5-41t7-42f3-b2ce-5711452e4694,49.38,49.38,,2022-12-03,2022-12-10,"2 Outgoing Calls to PL - 40m30s (100a, 1b)",,Usage,2022-12-01,0.0,2023-01-11,3011
16f1361b-9372-45e9-ae68-a05ef1d01801,31ee55t5-41t7-42f3-b2ce-5711452e4694,76.4,76.4,,2022-12-03,2022-12-03,"1 Outgoing Call to US - 19m0s (100a, 2u)",,Usage,2022-12-01,0.0,2023-01-11,3011
16f1361b-9372-45e9-ae68-a05ef1d01801,31ee55t5-41t7-42f3-b2ce-5711452e4694,22.01,22.01,,2022-12-03,2022-12-03,"1 Outgoing Call to DE - 18m0s (100a, 1b)",,Usage,2022-12-01,0.0,2023-01-11,3011
16f1361b-9372-45e9-ae68-a05ef1d01801,45b593b2-5b52-4015-a31f-f736b93290at,2.17,2.17,,2022-12-27,2022-12-28,"2 Outgoing Calls to NO - 1m0s (100a, 1a) - tele2",,Usage,2022-12-01,0.0,2023-01-11,3011
16f1361b-9372-45e9-ae68-a05ef1d01801,45b593b2-5b52-4015-a31f-f736b93290at,2.08,2.08,,2022-12-22,2022-12-22,"1 Outgoing Call to DK - 1m30s (100a, 1a) - tele2",,Usage,2022-12-01,0.0,2023-01-11,3011
16f1361b-9372-45e9-ae68-a05ef1d01801,ab1atc6c-0124-4b3t-af23-af6371etee45,0.59,0.59,,2022-12-18,2022-12-18,"1 Outgoing SMS (100a, 100a)",,Usage,2022-12-01,0.0,2023-01-11,3011
16f1361b-9372-45e9-ae68-a05ef1d01801,ab1atc6c-0124-4b3t-af23-af6371etee45,28.03,28.03,,2022-12-01,2022-12-18,"23 Outgoing Calls - 24m30s (100a, 100a)",,Usage,2022-12-01,0.0,2023-01-11,3011
16f1361b-9372-45e9-ae68-a05ef1d01801,ab1atc6c-0124-4b3t-af23-af6371etee45,69.0,69.0,,2023-01-01,2023-01-31,Subscription Rörligt,subscription_variable,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,f5731e0e-3a59-49e7-91ef-3321t61145t3,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,330a3ft3-374f-4cf4-39f5-e1044c177619,49.0,49.0,,2023-01-01,2023-01-31,Extra Datasim,data_sim,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,31ee55t5-41t7-42f3-b2ce-5711452e4694,229.0,229.0,,2023-01-01,2023-01-31,Subscription 3GB,subscription_3gb,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,tff3b47b-ft69-45et-a63b-f9c29fte7f3b,29.0,29.0,,2023-01-01,2023-01-31,Fixed number,pbx_number,Product,2023-01-01,0.25,2023-01-11,3051
16f1361b-9372-45e9-ae68-a05ef1d01801,45b593b2-5b52-4015-a31f-f736b93290at,399.0,399.0,,2023-01-01,2023-01-31,Subscription Mex Unlimited 5G,subscription_mex_unlimited_5g,Product,2023-01-01,0.25,2023-01-11,3000
16f1361b-9372-45e9-ae68-a05ef1d01801,45b593b2-5b52-4015-a31f-f736b93290at,-20.0,-20.0,,2023-01-01,2023-01-31,Discount - Early bird 379 - Subscription Mex Unlimited 5G,subscription_mex_unlimited_5g,Discount,2023-01-01,0.25,2023-01-11,3736
